StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
6/23/22 9:41,6/23/22 9:42,0,97.71.250.325,45,94,0,6/30/22 9:42,R_2BkXK04j6dnZRkv,,,,,,,anonymous,EN,1,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,5,2,2,2,7,3,3,3,12,2,7,5,3,5,7,1,4,4,5,5,1,7,5,7,3,,,,,,,,,,2,3,1,3,4,1,6,7,7,1,1,2,3,3,1,5,2,7,1995,Female,7,,,,,
6/30/22 9:54,6/30/22 9:59,0,97.71.250.326,100,261,1,6/30/22 9:59,R_12Rq5eFfqM8DfuR,,,,,27.893,-82.5074,anonymous,EN,1,slightly agree,strongly agree,neutral,neutral,strongly disagree,5,1,3,5,4,7,2,2,12,7,6,2,2,3,1,1,7,6,6,6,6,5,7,7,7,,,,,,,,,,6,4,1,1,7,5,2,1,2,4,2,5,2,3,7,3,3,3,1997,Male,1,7,7,7,7,7
6/23/22 10:00,6/23/22 10:04,0,97.71.250.327,48,265,0,6/30/22 10:04,R_ZfqXA1XnsbTpPsB,,,,,,,anonymous,EN,1,slightly disagree,slightly agree,slightly disagree,strongly disagree,neutral,6,3,6,6,6,6,6,3,12,3,7,2,1,5,6,1,2,5,6,2,2,4,6,4,6,,,,,,,,,,5,1,3,1,1,4,1,2,3,2,1,3,4,2,3,5,4,4,2002,Female,3,7,7,7,7,7
6/23/22 11:28,6/23/22 11:59,0,97.71.250.328,53,1882,0,6/30/22 11:59,R_3p8VnFTceF6AzNc,,,,,,,anonymous,EN,1,slightly disagree,agree,slightly disagree,agree,slightly disagree,6,2,2,4,5,1,1,5,12,4,1,6,6,7,7,1,4,5,2,5,2,3,6,5,6,,,,,,,,,,5,1,3,2,3,4,5,3,2,7,6,1,7,5,7,4,3,7,1988,Male,1,,,,,
6/30/22 12:30,6/30/22 12:33,0,97.71.250.329,100,180,1,6/30/22 12:33,R_3qflsNji7lZnYMt,,,,,32.961,-96.9841,anonymous,EN,1,strongly agree,disagree,neutral,strongly agree,strongly disagree,3,7,5,4,6,4,5,7,12,7,6,3,3,4,4,1,3,5,1,4,3,7,2,4,2,,,,,,,,,,5,1,6,5,4,7,1,5,1,3,4,2,5,4,4,4,4,6,2001,Male,4,7,7,7,7,7
6/30/22 12:22,6/30/22 12:33,0,97.71.250.330,100,614,1,6/30/22 12:33,R_3G19Wj0JFuqAaQg,,,,,39.6993,-104.8814,anonymous,EN,1,neutral,strongly disagree,slightly agree,slightly disagree,slightly agree,3,2,4,1,7,4,2,2,12,5,7,3,2,1,1,1,1,5,1,2,5,6,5,7,4,,,,,,,,,,1,6,1,2,7,6,6,2,3,4,3,1,3,5,5,1,5,4,1999,Male,6,7,7,7,7,7
6/30/22 12:33,6/30/22 12:34,0,97.71.250.331,100,48,1,6/30/22 12:34,R_2wFyWYJ4yzuEnaY,,,,,39.6993,-104.8814,anonymous,EN,1,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,2,1,7,7,5,5,1,1,12,7,6,6,5,1,7,1,5,7,3,7,7,3,2,1,4,,,,,,,,,,7,5,1,2,7,3,7,5,6,2,5,5,6,4,5,1,7,4,1984,Non-Binary,5,,,,,
6/30/22 12:32,6/30/22 12:38,0,97.71.250.332,100,389,1,6/30/22 12:38,R_2SkRZ7eSGnyhBF1,,,,,36.1579,-86.8608,anonymous,EN,1,slightly agree,agree,slightly agree,agree,agree,5,1,5,6,1,5,2,4,12,1,4,2,7,1,6,1,6,7,1,4,4,2,4,7,7,,,,,,,,,,1,4,4,5,5,7,7,4,7,1,7,2,1,1,5,4,7,2,1992,Non-Binary,4,7,7,7,7,7
6/30/22 12:55,6/30/22 12:59,0,97.71.250.333,100,258,1,6/30/22 13:00,R_3CDcp1lGZJafcc5,,,,,25.7641,-80.2702,anonymous,EN,1,neutral,slightly agree,strongly disagree,neutral,neutral,6,1,2,6,2,4,3,7,12,7,1,3,3,7,7,1,1,7,1,4,1,6,7,6,6,,,,,,,,,,2,5,4,1,5,5,5,4,5,5,4,3,2,7,3,5,4,2,1987,Non-Binary,3,7,7,7,7,7
6/23/22 13:12,6/23/22 13:13,0,97.71.250.334,27,7,0,6/30/22 13:13,R_b1JMEw3KYoLNUhr,,,,,,,anonymous,EN,1,slightly disagree,strongly agree,strongly disagree,disagree,slightly agree,5,5,7,5,1,6,3,1,12,3,2,7,2,5,4,1,4,5,2,2,6,2,6,5,2,,,,,,,,,,6,5,3,6,2,7,4,1,7,3,6,2,3,3,4,6,3,3,1986,Non-Binary,3,,,,,
6/30/22 13:49,6/30/22 13:55,0,97.71.250.335,100,383,1,6/30/22 13:55,R_3iRqph21Hzh9hjJ,,,,,27.8171,-82.6268,anonymous,EN,1,strongly agree,disagree,slightly agree,strongly disagree,slightly agree,1,4,5,4,2,1,4,1,12,4,3,2,3,2,2,1,7,6,1,2,2,6,2,5,3,,,,,,,,,,5,1,5,5,6,2,3,4,7,2,1,4,6,4,1,3,7,6,1984,Non-Binary,3,7,7,7,7,7
6/30/22 14:10,6/30/22 14:21,0,97.71.250.336,100,610,1,6/30/22 14:21,R_ueMAwwDsauhtHRn,,,,,33.9764,-117.3341,anonymous,EN,1,slightly agree,strongly disagree,strongly disagree,disagree,strongly agree,5,6,5,5,2,1,3,3,12,6,4,5,7,3,5,1,4,3,7,3,3,3,1,1,3,,,,,,,,,,6,1,5,4,3,5,3,6,6,7,2,5,6,1,1,7,5,7,2002,Non-Binary,2,7,7,7,7,7
6/30/22 14:58,6/30/22 15:04,0,97.71.250.337,100,348,1,6/30/22 15:04,R_XAHKXJxlfLMB357,,,,,26.125,-80.267,anonymous,EN,1,strongly agree,strongly agree,agree,strongly disagree,slightly agree,5,1,1,2,7,6,7,7,12,6,5,6,6,7,5,1,7,3,4,1,2,4,3,6,4,,,,,,,,,,2,5,2,4,1,5,6,7,5,3,4,2,4,6,7,3,1,1,2002,Female,1,7,7,7,7,7
6/23/22 15:36,6/23/22 15:45,0,97.71.250.338,27,534,0,6/30/22 15:45,R_uaBw3Bipfr5K1UJ,,,,,,,anonymous,EN,1,disagree,strongly agree,slightly disagree,strongly agree,strongly agree,1,5,7,7,4,6,2,3,12,6,1,3,4,1,4,1,3,1,4,2,4,5,3,4,1,,,,,,,,,,1,6,1,2,1,7,6,1,3,7,3,3,1,4,1,6,2,3,1993,Female,3,,,,,
6/23/22 15:48,6/23/22 15:48,0,97.71.250.339,39,30,0,6/30/22 15:48,R_1rcymKlvkBZSjGq,,,,,,,anonymous,EN,1,slightly disagree,strongly disagree,neutral,neutral,strongly disagree,6,4,7,6,1,7,2,7,12,1,2,7,4,3,1,1,1,3,7,3,1,7,2,7,5,,,,,,,,,,5,2,5,3,6,6,5,1,2,3,5,4,6,1,2,4,7,4,1999,Female,6,,,,,
6/30/22 16:22,6/30/22 16:23,0,97.71.250.340,100,52,1,6/30/22 16:23,R_3CJHfdHRkV6bscJ,,,,,25.6958,-80.3626,anonymous,EN,1,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,4,1,5,3,5,5,5,6,12,7,6,3,3,2,6,1,6,7,3,5,3,1,5,6,3,,,,,,,,,,3,6,1,1,1,2,2,5,1,2,3,5,5,4,2,1,4,3,1987,Non-Binary,2,7,7,7,7,7
6/30/22 16:39,6/30/22 16:47,0,97.71.250.341,100,471,1,6/30/22 16:47,R_1DI8iRGDdKoY8sz,,,,,25.9562,-80.1828,anonymous,EN,1,slightly agree,neutral,slightly agree,disagree,slightly disagree,5,2,1,6,1,2,3,3,12,3,2,6,5,7,5,1,5,4,7,5,1,5,5,3,3,,,,,,,,,,2,6,3,5,4,7,6,1,6,1,5,4,2,4,2,3,1,3,1989,Female,2,7,7,7,7,7
6/30/22 16:49,6/30/22 16:55,0,97.71.250.342,100,380,1,6/30/22 16:55,R_wRXjPSBv1DfiEnf,,,,,32.6609,-97.0342,anonymous,EN,1,strongly disagree,neutral,slightly agree,strongly agree,neutral,4,5,4,1,7,2,3,5,12,1,2,4,1,7,3,1,2,5,2,4,7,3,6,5,7,,,,,,,,,,1,1,1,6,6,4,2,2,2,4,3,2,4,6,2,4,1,5,1983,Female,1,7,7,7,7,7
6/30/22 17:24,6/30/22 17:35,0,97.71.250.343,100,687,1,6/30/22 17:35,R_2QzcZqi5vCBkIL6,,,,,28.87,-82.3468,anonymous,EN,1,disagree,strongly disagree,strongly agree,neutral,disagree,3,3,2,4,2,2,1,3,12,3,3,7,4,3,6,1,1,1,7,3,5,1,6,5,6,,,,,,,,,,3,6,5,3,2,6,7,1,6,3,3,7,3,3,5,1,7,5,1992,Non-Binary,4,7,7,7,7,7
6/23/22 18:39,6/23/22 18:40,0,97.71.250.344,27,33,0,6/30/22 18:40,R_2uChbZUnSuVFaqq,,,,,,,anonymous,EN,1,slightly agree,strongly agree,slightly disagree,strongly agree,agree,7,5,2,4,3,1,2,4,12,4,7,3,4,5,6,1,3,5,2,5,2,5,3,5,1,,,,,,,,,,1,1,4,2,4,2,1,7,6,4,6,4,1,4,7,6,1,7,1985,Female,7,,,,,
6/30/22 18:45,6/30/22 19:01,0,97.71.250.345,100,968,1,6/30/22 19:01,R_1MYRcbBqXgW1s0c,,,,,27.935,-82.3772,anonymous,EN,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,1,5,3,1,2,5,2,4,12,4,2,5,1,5,3,2,,,,,,,,,,4,6,3,3,4,7,5,1,1,7,3,3,2,7,3,3,1,7,3,2,2,2,3,3,5,4,6,1998,Female,6,7,7,7,7,7
6/30/22 19:03,6/30/22 19:16,0,97.71.250.346,100,789,1,6/30/22 19:16,R_2rvboabGrhMTZgg,,,,,36.2473,-115.2821,anonymous,EN,1,strongly agree,strongly agree,slightly agree,slightly agree,disagree,7,4,5,2,4,6,3,1,12,7,2,3,4,3,3,2,,,,,,,,,,4,7,3,6,6,7,1,2,3,5,7,5,6,5,3,1,1,6,5,1,6,5,7,2,6,5,3,1984,Female,7,7,7,7,7,7
6/23/22 19:24,6/23/22 19:30,0,97.71.250.347,36,389,0,6/30/22 19:30,R_3sulqUBiGZxghan,,,,,,,anonymous,EN,1,neutral,slightly disagree,agree,disagree,strongly agree,7,7,6,1,3,1,1,1,12,3,6,7,3,2,1,2,,,,,,,,,,2,3,3,2,4,4,2,4,5,4,3,6,4,2,1,1,7,1,2,3,3,1,1,2,3,2,5,1987,Non-Binary,7,7,7,7,7,7
6/30/22 19:55,6/30/22 20:01,0,97.71.250.348,100,357,1,6/30/22 20:01,R_3pbbUEUvROgxf0N,,,,,32.0388,-81.1219,anonymous,EN,1,neutral,strongly agree,disagree,slightly agree,slightly agree,1,2,3,1,2,5,2,6,12,1,7,6,7,2,2,2,,,,,,,,,,3,2,2,1,7,1,3,6,2,6,1,6,5,5,2,4,5,3,1,6,2,3,4,2,7,2,4,1997,Male,5,7,7,7,7,7
6/23/22 20:22,6/23/22 20:23,0,97.71.250.349,30,58,0,6/30/22 20:23,R_33qlz5bgZA5KuaL,,,,,,,anonymous,EN,1,slightly agree,agree,strongly disagree,strongly disagree,slightly agree,2,6,5,5,2,1,7,7,12,6,1,5,4,2,4,2,,,,,,,,,,4,5,5,4,2,6,4,5,7,3,5,5,7,5,3,5,4,6,5,2,3,1,6,7,6,7,5,1995,Non-Binary,5,6,6,6,7,7
6/30/22 21:01,6/30/22 21:09,0,97.71.250.350,100,525,1,6/30/22 21:09,R_2pQ6N5uIb68EljP,,,,,32.8545,-97.1359,anonymous,EN,1,strongly agree,strongly disagree,agree,strongly disagree,strongly disagree,1,3,4,4,3,5,6,7,12,3,3,2,1,6,6,2,,,,,,,,,,3,6,4,4,2,7,5,2,7,2,7,2,3,4,2,2,3,4,2,3,6,4,2,7,3,6,7,1986,Non-Binary,6,7,7,7,7,7
6/30/22 21:01,6/30/22 21:09,0,97.71.250.351,100,525,1,6/30/22 21:09,R_2pQ6N5uIb68EljP,,,,,32.8545,-97.1359,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
6/30/22 21:01,6/30/22 21:09,0,97.71.250.352,100,525,1,6/30/22 21:09,R_2pQ6N5uIb68EljP,,,,,32.8545,-97.1359,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
6/28/22 15:28,7/1/22 4:18,0,97.71.250.353,100,218994,1,7/1/22 4:18,R_2SJOBWAU3l7CdwB,,,,,28.2402,-82.7,anonymous,EN,1,strongly agree,slightly agree,disagree,slightly disagree,neutral,2,6,1,7,2,6,3,5,12,7,4,7,4,3,4,2,,,,,,,,,,4,6,2,2,7,1,4,7,3,5,5,1,1,2,2,7,1,5,7,3,7,5,4,4,4,1,7,1985,Male,5,7,7,7,7,7
7/1/22 6:11,7/1/22 6:19,0,97.71.250.354,100,510,1,7/1/22 6:19,R_1NDD2zaSyyrnNKn,,,,,39.0352,-94.5456,anonymous,EN,1,disagree,agree,slightly disagree,disagree,agree,5,6,1,5,1,6,7,3,12,3,1,4,2,6,3,2,,,,,,,,,,5,4,2,1,7,2,7,7,4,4,5,6,6,4,7,2,7,7,2,5,7,4,5,3,3,4,7,1992,Female,5,7,7,6,7,7
7/1/22 7:00,7/1/22 7:08,0,97.71.250.355,100,454,1,7/1/22 7:08,R_1jfH1iC6sY0IIXK,,,,,28.2475,-82.4943,anonymous,EN,1,strongly agree,neutral,slightly agree,disagree,disagree,1,3,7,1,2,3,4,7,12,4,1,5,6,2,6,2,,,,,,,,,,5,2,7,2,5,6,3,1,6,2,7,6,1,1,5,7,5,1,1,4,6,3,7,7,4,1,4,1984,Female,6,7,7,7,7,7
7/1/22 7:29,7/1/22 7:36,0,97.71.250.356,100,434,1,7/1/22 7:36,R_3MuNUZxtZH1sNrE,,,,,27.9032,-82.2911,anonymous,EN,1,strongly disagree,agree,strongly agree,neutral,disagree,7,1,2,4,1,6,4,2,12,2,4,7,4,6,2,2,,,,,,,,,,5,3,4,4,1,5,2,6,7,7,5,7,3,6,2,6,6,6,7,5,7,6,4,2,2,2,5,1991,Female,4,7,7,7,7,7
6/30/22 10:09,7/1/22 9:38,0,97.71.250.357,100,84524,1,7/1/22 9:38,R_2CCTGXmQBhAbMNC,,,,,30.3217,-95.5285,anonymous,EN,1,slightly disagree,slightly agree,neutral,neutral,strongly disagree,2,7,3,6,1,7,3,2,12,5,1,7,2,4,2,2,,,,,,,,,,1,6,1,6,4,1,4,3,4,6,7,2,6,3,6,4,3,7,5,1,6,3,7,4,3,2,3,1986,Female,5,7,7,7,7,7
7/1/22 11:03,7/1/22 11:11,0,97.71.250.358,100,497,1,7/1/22 11:11,R_3njcPWGorCQWMPx,,,,,32.0388,-81.1219,anonymous,EN,1,agree,strongly agree,slightly disagree,disagree,strongly agree,1,2,6,5,4,6,2,2,12,6,4,1,6,7,6,2,,,,,,,,,,7,6,4,2,3,5,3,2,6,1,5,3,1,7,4,1,5,4,7,1,2,4,1,1,5,3,4,1992,Female,3,6,6,6,6,6
6/24/22 11:06,6/24/22 11:13,0,97.71.250.359,92,426,0,7/1/22 11:13,R_1LzWTXZlGxO8oOs,,,,,,,anonymous,EN,1,slightly disagree,strongly agree,strongly agree,slightly disagree,strongly agree,3,7,6,5,2,2,7,6,12,7,7,2,1,7,2,2,,,,,,,,,,7,4,5,1,6,6,4,1,3,7,6,4,5,6,6,6,4,4,6,3,1,5,4,3,7,6,6,1989,Non-Binary,3,5,6,7,7,7
7/1/22 11:50,7/1/22 11:59,0,97.71.250.360,100,497,1,7/1/22 11:59,R_1NlgM31VhlxSA4v,,,,,27.9032,-82.2911,anonymous,EN,1,slightly agree,strongly disagree,slightly disagree,strongly agree,neutral,2,1,6,3,5,1,6,7,12,7,3,5,7,6,7,2,,,,,,,,,,3,4,6,4,4,4,4,4,5,5,3,5,6,2,4,3,1,4,4,3,6,6,3,7,1,7,6,1993,Non-Binary,1,7,7,7,7,7
7/1/22 10:48,7/1/22 12:07,0,97.71.250.361,100,4725,1,7/1/22 12:07,R_56jPCrYnA2KitHj,,,,,27.9032,-82.2911,anonymous,EN,1,strongly agree,slightly agree,slightly agree,disagree,agree,6,1,3,5,1,2,5,7,12,3,4,3,1,1,7,2,,,,,,,,,,4,4,5,4,7,5,7,6,5,7,6,1,1,3,7,2,5,6,3,4,1,5,7,3,3,3,5,1995,Non-Binary,2,7,7,6,7,7
7/1/22 13:08,7/1/22 13:14,0,97.71.250.362,100,364,1,7/1/22 13:14,R_3OcckEQg4Xa4m6G,,,,,29.6475,-82.404,anonymous,EN,1,agree,strongly agree,disagree,neutral,slightly agree,3,1,5,2,6,2,7,6,12,3,2,7,6,2,3,2,,,,,,,,,,6,6,2,7,2,2,5,4,1,1,1,3,7,5,5,3,4,6,1,1,5,5,6,6,6,7,4,1992,Male,3,7,7,7,7,7
7/1/22 14:03,7/1/22 14:07,0,97.71.250.363,100,276,1,7/1/22 14:07,R_2s6AKkWdqhkNGdA,,,,,30.3122,-81.7243,anonymous,EN,1,slightly agree,agree,slightly disagree,neutral,strongly agree,6,7,4,1,5,7,7,5,12,2,2,6,3,2,7,2,,,,,,,,,,2,5,4,2,5,3,7,6,7,5,7,1,6,1,6,2,7,7,3,2,7,3,1,6,4,2,2,1999,Non-Binary,6,7,7,7,7,7
6/24/22 14:41,6/24/22 14:42,0,97.71.250.364,64,75,0,7/1/22 14:42,R_3ezxWZ238hrpOlO,,,,,,,anonymous,EN,1,strongly disagree,slightly agree,agree,slightly agree,slightly disagree,,,,,,,,,12,,5,3,4,6,3,2,,,,,,,,,,6,4,1,7,7,4,1,4,1,5,1,6,4,6,4,4,3,2,6,3,6,4,2,6,1,1,1,1985,Male,4,,,,,
7/1/22 14:40,7/1/22 14:50,0,97.71.250.365,100,546,1,7/1/22 14:50,R_29nAeH5EDMkiHzd,,,,,39.6796,-104.9626,anonymous,EN,1,agree,slightly disagree,strongly disagree,slightly agree,neutral,7,3,5,6,5,1,1,4,12,5,1,4,7,3,1,2,,,,,,,,,,7,2,7,2,3,5,5,4,3,3,5,7,3,4,1,1,4,5,2,1,4,7,4,7,6,1,7,1984,Male,1,4,4,4,4,4
7/1/22 14:57,7/1/22 15:02,0,97.71.250.366,100,310,1,7/1/22 15:02,R_2aCxi5fnNB58vDG,,,,,39.6993,-104.8814,anonymous,EN,1,slightly disagree,neutral,neutral,slightly agree,slightly agree,3,2,4,4,2,3,7,2,12,2,7,5,7,1,5,2,,,,,,,,,,2,2,4,2,3,7,5,2,6,1,6,5,5,3,2,7,3,5,1,7,7,5,1,2,3,1,2,1992,Non-Binary,3,7,7,7,7,7
7/1/22 15:01,7/1/22 15:09,0,97.71.250.367,100,450,1,7/1/22 15:09,R_1QzJ4u9NO2aUII5,,,,,36.2473,-115.2821,anonymous,EN,1,slightly agree,strongly agree,disagree,agree,strongly disagree,1,1,1,5,7,2,3,3,12,2,5,6,2,3,4,2,,,,,,,,,,2,6,1,5,7,3,2,2,1,6,4,6,4,3,3,4,5,3,3,7,1,7,6,2,7,4,5,1987,Female,5,7,7,7,7,7
7/1/22 15:24,7/1/22 15:26,0,97.71.250.368,100,117,1,7/1/22 15:26,R_239rd2bbnYhH5Hw,,,,,31.8378,-106.538,anonymous,EN,1,neutral,slightly disagree,agree,neutral,strongly agree,3,3,4,3,6,7,1,2,12,6,4,1,1,5,3,2,,,,,,,,,,5,2,7,2,4,7,3,4,7,6,4,5,7,4,5,3,3,4,2,2,1,5,5,5,2,4,2,1992,Female,3,7,7,7,7,7
7/1/22 15:55,7/1/22 16:09,0,97.71.250.369,100,837,1,7/1/22 16:09,R_1QrREEWqLp53B9O,,,,,27.4749,-82.6186,anonymous,EN,1,strongly disagree,strongly disagree,slightly disagree,slightly disagree,neutral,7,5,3,1,4,4,3,6,12,7,4,7,5,5,7,2,,,,,,,,,,3,4,6,2,3,5,4,1,6,7,2,2,2,3,2,2,1,6,1,3,7,4,6,2,1,5,1,2001,Non-Binary,1,7,7,7,7,7
6/24/22 11:49,6/24/22 16:22,0,97.71.250.370,67,16400,0,7/1/22 16:22,R_b9Rd7ikxdxsYb7z,,,,,,,anonymous,EN,1,agree,slightly disagree,agree,neutral,agree,4,2,1,2,4,1,4,3,12,1,5,5,1,3,4,2,,,,,,,,,,5,6,7,5,4,1,2,1,5,3,4,7,5,2,2,4,6,3,4,4,6,2,5,7,6,7,5,1992,Non-Binary,1,6,6,6,6,6
7/1/22 16:54,7/1/22 17:05,0,97.71.250.371,100,614,1,7/1/22 17:05,R_3CDvBD2Hm7kCCsH,,,,,33.7387,-78.9762,anonymous,EN,1,strongly disagree,strongly disagree,disagree,agree,slightly disagree,3,1,1,3,2,5,6,3,12,7,6,6,1,5,2,2,,,,,,,,,,1,1,4,1,1,6,7,4,5,3,6,3,7,5,6,4,2,1,3,7,7,3,1,4,4,4,5,1984,Female,3,7,7,7,7,7
7/1/22 17:13,7/1/22 17:26,0,97.71.250.372,100,756,1,7/1/22 17:26,R_10uZ0GUXf1Mt8fA,,,,,32.9758,-80.1869,anonymous,EN,1,strongly disagree,neutral,slightly disagree,slightly disagree,strongly agree,1,6,5,1,7,6,5,6,12,3,2,1,5,2,6,2,,,,,,,,,,1,7,5,5,4,5,1,7,1,1,3,1,4,5,1,7,6,2,7,2,4,7,2,3,7,4,2,2002,Non-Binary,6,7,7,7,7,7
7/1/22 17:34,7/1/22 19:05,0,97.71.250.373,100,5485,1,7/1/22 19:05,R_3qULGim9sWZfUZP,,,,,28.0684,-82.7593,anonymous,EN,1,neutral,slightly disagree,agree,agree,disagree,2,7,6,1,1,3,3,1,12,2,6,6,7,2,7,2,,,,,,,,,,3,1,5,3,2,2,1,1,4,2,3,2,7,6,7,7,6,2,3,3,3,2,1,7,2,5,7,1998,Female,2,7,7,7,7,7
6/24/22 19:31,6/24/22 19:31,0,97.71.250.374,64,13,0,7/1/22 19:31,R_1jwdOAklzSZq39H,,,,,,,anonymous,EN,1,strongly disagree,slightly disagree,strongly agree,strongly disagree,agree,1,7,1,7,3,4,7,7,12,5,2,2,3,3,7,2,,,,,,,,,,7,4,4,6,6,6,5,4,1,5,5,6,6,6,2,4,5,7,1,3,4,5,4,1,1,4,1,1984,Non-Binary,3,,,,,
7/1/22 19:42,7/1/22 19:47,0,97.71.250.375,100,271,1,7/1/22 19:47,R_wLt3t9JLjRDVofT,,,,,36.0588,-115.3104,anonymous,EN,1,disagree,slightly disagree,disagree,disagree,slightly disagree,1,6,5,7,6,7,6,1,12,7,7,3,7,2,4,2,,,,,,,,,,3,1,2,2,4,2,6,4,7,7,5,3,2,1,4,6,5,7,5,6,3,1,5,3,6,4,1,2002,Male,6,7,7,7,7,7
6/24/22 20:06,6/24/22 20:06,0,97.71.250.376,63,5,0,7/1/22 20:06,R_3lFFl9tKBMv5kyU,,,,,,,anonymous,EN,1,strongly disagree,slightly disagree,strongly disagree,disagree,strongly agree,3,2,2,7,1,6,7,5,12,1,5,4,3,1,3,2,,,,,,,,,,1,2,6,6,7,3,1,1,6,5,1,7,2,5,1,6,3,3,1,6,7,5,6,6,7,4,5,1991,Male,5,,,,,
6/24/22 18:44,6/24/22 20:18,0,97.71.250.377,71,5656,0,7/1/22 20:18,R_8HtBagTbSYzICaJ,,,,,,,anonymous,EN,1,strongly agree,agree,agree,neutral,disagree,3,1,4,7,5,7,3,2,12,5,3,7,3,2,6,2,,,,,,,,,,5,2,1,5,4,7,7,7,6,4,2,7,5,6,1,1,2,7,5,4,1,2,1,2,4,3,6,1987,Female,5,7,7,7,7,7
7/2/22 6:35,7/2/22 6:41,0,97.71.250.378,100,320,1,7/2/22 6:41,R_24ABMI4Aqb4vu6d,,,,,27.9032,-82.2911,anonymous,EN,1,agree,agree,strongly agree,strongly disagree,slightly agree,3,3,7,7,4,7,3,4,12,7,3,4,3,6,1,2,,,,,,,,,,5,7,3,4,7,6,5,7,2,5,1,5,1,6,2,7,5,2,4,2,4,6,5,5,3,2,7,1986,Non-Binary,6,7,7,7,7,7
7/2/22 6:42,7/2/22 6:50,0,97.71.250.379,100,474,1,7/2/22 6:50,R_3PbIwTfBULvtTLw,,,,,26.099,-80.1822,anonymous,EN,1,agree,strongly agree,slightly agree,slightly agree,strongly disagree,5,2,6,5,7,4,1,5,12,3,1,1,7,3,7,2,,,,,,,,,,7,3,1,4,6,3,6,4,5,5,4,3,3,4,6,5,6,1,6,7,5,1,6,5,5,5,1,1998,Male,5,7,7,7,7,7
7/2/22 7:55,7/2/22 7:59,0,97.71.250.380,100,196,1,7/2/22 7:59,R_2cc2ZKzHjf9SOCR,,,,,33.9249,-117.4592,anonymous,EN,1,strongly disagree,neutral,slightly agree,slightly agree,disagree,1,3,6,1,2,1,2,5,12,1,1,1,7,3,1,2,,,,,,,,,,6,7,6,1,4,4,2,4,7,6,4,2,6,6,5,4,3,2,4,4,3,6,4,1,3,7,7,1987,Male,5,5,4,5,6,6
6/25/22 8:27,6/25/22 8:29,0,97.71.250.381,72,116,0,7/2/22 8:29,R_33l2agjOSW9iMbG,,,,,,,anonymous,EN,1,agree,disagree,neutral,slightly disagree,slightly agree,4,2,6,5,2,2,6,3,12,3,5,1,6,5,1,2,,,,,,,,,,7,2,3,6,2,3,2,5,4,6,1,6,3,5,3,7,1,3,5,2,3,7,6,5,5,3,2,1984,Non-Binary,5,7,7,7,7,7
6/25/22 9:46,6/25/22 9:50,0,97.71.250.382,82,269,0,7/2/22 9:50,R_3PgBId0TQ1ZU2BZ,,,,,,,anonymous,EN,1,disagree,slightly agree,strongly agree,slightly agree,strongly disagree,2,6,7,2,2,7,6,5,12,1,1,5,5,3,6,2,,,,,,,,,,3,5,4,3,4,6,6,4,5,4,2,2,1,3,5,5,5,4,2,2,7,2,5,4,4,1,5,2002,Male,7,7,7,7,7,7
7/2/22 10:00,7/2/22 10:05,0,97.71.250.383,100,283,1,7/2/22 10:05,R_YbJeRd6NRJxrioh,,,,,29.6475,-82.404,anonymous,EN,1,slightly agree,neutral,slightly agree,neutral,strongly disagree,1,1,5,1,6,6,7,2,12,3,7,7,5,1,5,2,,,,,,,,,,3,4,2,1,4,1,1,4,5,7,6,5,6,1,7,6,3,6,3,7,1,7,6,5,3,2,3,1986,Non-Binary,1,7,7,7,7,7
