"salary","satisfaction_level","average_monthly_hours"
"low",0.75,246
"low",0.42,160
"low",0.96,155
"low",0.62,250
"low",0.78,174
"low",0.93,262
"low",0.93,257
"low",0.45,140
"medium",0.44,123
"medium",0.57,264
"medium",0.77,254
"medium",0.6,205
"medium",0.25,199
"medium",0.59,171
"medium",0.29,98
"low",0.5,166
"low",0.91,264
"low",0.78,176
"low",0.73,166
"low",0.51,169
"low",0.65,257
"low",0.25,265
"low",0.5,167
"low",0.53,134
"low",0.57,176
"low",0.77,274
"low",0.94,201
"low",0.5,121
"low",0.47,97
"low",0.92,217
"low",0.9,220
"low",0.54,98
"low",0.58,265
"low",0.95,201
"low",0.52,151
"low",0.83,199
"low",0.54,175
"low",0.8,253
"low",0.52,183
"low",0.83,223
"low",0.74,168
"low",0.87,244
"low",0.45,268
"low",0.72,218
"low",0.27,277
"low",0.51,225
"low",0.55,257
"low",0.89,170
"low",0.85,179
"low",0.29,211
"low",0.96,217
"low",0.9,135
"low",0.28,167
"medium",0.93,189
"medium",0.51,162
"medium",0.97,193
"medium",0.71,273
"medium",0.52,138
"medium",0.87,237
"medium",0.78,260
"medium",0.57,149
"medium",0.34,149
"medium",0.95,137
"medium",0.72,167
"medium",0.61,165
"high",0.39,131
"low",0.72,138
"medium",0.86,234
"medium",0.69,141
"medium",0.5,266
"medium",0.62,134
"low",0.76,147
"low",0.97,237
"low",0.78,114
"low",0.81,166
"low",0.15,173
"low",0.72,205
"low",0.8,219
"low",0.76,173
"low",0.19,231
"low",0.75,133
"low",0.94,220
"low",0.93,158
"low",0.96,182
"low",0.14,275
"low",0.75,237
"low",0.6,146
"low",0.65,144
"low",0.59,195
"medium",0.93,191
"medium",0.5,149
"medium",0.62,137
"medium",0.24,184
"medium",0.66,139
"medium",0.55,249
"medium",0.91,168
"medium",0.59,145
"medium",0.74,221
"medium",0.43,123
"medium",0.85,153
"medium",0.46,183
"high",0.48,271
"low",0.96,167
"medium",0.55,177
"medium",0.82,256
"medium",0.24,143
"medium",0.69,241
"low",0.29,210
"low",0.53,155
"low",0.65,248
"low",0.57,162
"low",0.6,137
"low",0.79,242
"low",0.41,257
"low",0.79,245
"low",0.5,234
"low",0.8,135
"low",0.61,269
"low",0.99,238
"low",0.77,101
"low",0.7,200
"low",0.55,241
"low",0.87,143
"low",0.97,169
"low",0.56,270
"low",0.99,246
"low",0.57,151
"low",1,227
"high",0.97,134
"high",0.81,155
"high",0.76,173
"medium",0.95,134
"medium",0.81,195
"high",0.8,264
"medium",0.72,203
"medium",0.68,243
"medium",0.21,159
"medium",0.46,145
"medium",0.8,238
"medium",0.57,151
"high",0.58,205
"low",0.91,211
"medium",0.63,169
"medium",0.95,263
"medium",0.87,143
"medium",0.22,160
"low",0.95,142
"low",0.18,169
"low",0.87,214
"low",0.23,131
"low",0.93,213
"low",0.58,244
"low",0.68,169
"low",0.76,156
"low",0.68,161
"low",0.99,152
"low",0.64,201
"low",0.61,269
"low",0.51,242
"low",0.69,113
"low",0.85,251
"low",0.55,99
"low",0.56,263
"low",0.69,214
"low",0.61,172
"low",0.47,172
"low",0.58,196
"medium",0.16,152
"medium",0.53,109
"medium",0.82,193
"medium",0.68,227
"medium",0.6,181
"medium",0.93,190
"medium",0.58,107
"medium",0.61,161
"medium",0.74,243
"medium",0.88,157
"medium",0.94,147
"medium",0.44,121
"high",0.73,274
"low",0.9,204
"medium",0.97,199
"medium",0.86,246
"medium",0.81,141
"medium",0.24,213
"low",0.92,199
"low",0.34,257
"low",0.95,143
"low",0.94,150
"low",0.54,284
"low",0.87,149
"low",0.54,160
"low",0.75,208
"medium",0.88,248
"medium",0.78,210
"medium",0.88,219
"medium",0.51,155
"medium",0.31,182
"medium",0.22,244
"medium",0.56,157
"medium",0.38,182
"medium",0.56,185
"medium",0.55,206
"medium",0.74,156
"medium",0.64,211
"medium",0.69,247
"medium",0.99,247
"medium",0.66,235
"medium",0.79,169
"medium",0.92,246
"medium",0.84,172
"medium",0.31,218
"medium",0.34,265
"medium",0.88,173
"medium",0.8,195
"medium",0.75,160
"medium",0.71,237
"medium",0.66,206
"high",0.54,222
"high",0.47,113
"high",0.87,244
"high",0.9,162
"high",0.51,234
"high",0.62,168
"high",0.47,120
"high",0.59,274
"high",0.87,202
"high",0.59,209
"high",0.87,224
"high",0.89,168
"low",0.73,227
"low",0.79,217
"low",0.8,205
"low",0.73,223
"low",0.96,175
"low",0.66,175
"low",0.53,254
"low",0.86,215
"low",0.92,166
"low",0.31,205
"low",0.69,233
"low",0.7,189
"low",0.63,202
"low",0.24,165
"low",0.13,213
"medium",0.47,140
"medium",0.53,251
"medium",0.96,243
"medium",0.92,111
"medium",0.56,178
"medium",0.51,230
"medium",0.22,172
"medium",0.83,268
"medium",0.85,208
"medium",0.85,188
"medium",0.85,247
"medium",0.73,205
"high",0.18,213
"high",0.63,145
"high",0.5,106
"high",0.63,180
"high",0.15,251
"high",0.96,156
"high",0.96,179
"high",0.31,229
"low",0.59,149
"low",0.75,198
"low",0.96,241
"low",0.69,156
"low",0.92,220
"low",0.96,185
"low",0.67,222
"low",0.49,221
"medium",0.85,280
"medium",0.85,250
"medium",0.91,167
"medium",0.7,238
"medium",0.98,132
"medium",0.48,245
"medium",0.39,161
"medium",0.66,242
"medium",0.6,104
"medium",0.88,152
"medium",0.85,226
"medium",0.76,175
"medium",1,241
"medium",0.79,158
"medium",0.63,226
"medium",0.5,220
"medium",0.83,233
"medium",0.71,141
"medium",0.94,157
"medium",0.56,112
"medium",0.78,216
"medium",0.34,131
"medium",0.62,212
"high",0.82,163
"low",0.42,151
"medium",0.51,137
"medium",0.63,158
"medium",0.43,102
"medium",0.5,256
"medium",0.81,203
"medium",0.63,177
"medium",0.86,197
"medium",0.92,202
"medium",0.72,229
"medium",0.78,181
"low",0.76,254
"low",0.84,162
"low",0.78,102
"low",0.57,197
"low",0.15,98
"low",0.69,232
"low",0.73,252
"high",0.96,161
"low",0.91,169
"high",0.58,216
"high",0.84,266
"low",0.51,141
"low",0.71,249
"high",0.63,268
"low",0.66,192
"medium",0.5,201
"high",0.56,163
"medium",0.57,167
"medium",0.7,202
"medium",0.84,245
"medium",0.33,243
"high",0.64,204
"medium",0.93,239
"medium",1,229
"medium",0.91,213
"high",0.56,254
"medium",0.62,253
"high",0.98,253
"low",0.96,211
"medium",0.61,98
"medium",0.92,133
"medium",0.58,265
"medium",0.47,112
"low",0.87,224
"low",0.8,180
"low",0.54,203
"low",0.14,275
"low",0.98,168
"low",0.13,203
"low",0.64,209
"low",0.91,166
"low",0.24,187
"low",0.34,287
"high",0.51,248
"low",0.91,193
"low",0.86,162
"low",1,188
"low",0.37,101
"high",0.46,256
"low",0.86,134
"high",0.36,126
"high",0.52,243
"high",0.51,205
"medium",0.69,259
"medium",0.67,219
"high",0.6,161
"medium",0.71,207
"high",0.65,201
"medium",0.48,234
"medium",0.67,158
"medium",0.68,185
"medium",0.74,176
"medium",0.9,163
"medium",0.67,171
"medium",0.64,163
"medium",0.54,163
"high",0.6,180
"low",0.72,243
"medium",0.97,213
"medium",0.99,273
"medium",0.75,195
"medium",0.84,246
"medium",0.76,196
"medium",0.96,205
"medium",0.12,287
"medium",0.54,211
"medium",0.69,261
"high",0.77,204
"low",0.96,163
"low",0.53,162
"low",0.54,259
"high",0.89,151
"low",0.52,266
"low",0.29,110
"low",0.93,271
"high",0.71,208
"low",0.23,150
"low",0.89,122
"low",0.51,246
"low",0.27,188
"low",0.9,167
"low",0.88,261
"low",0.91,235
"medium",0.65,199
"medium",0.68,166
"medium",0.58,272
"medium",0.68,158
"medium",0.59,264
"medium",0.56,274
"medium",0.74,169
"medium",0.5,148
"medium",0.85,162
"medium",0.57,221
"medium",0.89,167
"medium",0.76,206
"high",0.96,169
"low",0.81,179
"medium",0.79,100
"medium",0.63,177
"medium",0.92,252
"medium",0.77,202
"low",0.73,263
"low",0.74,160
"low",0.8,229
"low",0.82,195
"low",0.48,212
"low",0.79,190
"low",0.87,219
"low",0.96,193
"low",0.96,197
"low",0.69,206
"low",0.42,140
"low",0.7,173
"low",0.97,142
"low",0.6,237
"low",0.63,252
"low",0.65,196
"high",0.85,205
"high",0.54,201
"high",0.23,120
"medium",0.95,187
"medium",1,274
"high",0.77,227
"medium",0.8,245
"medium",0.88,243
"medium",0.73,132
"medium",0.54,206
"medium",0.92,205
"medium",0.14,162
"medium",0.65,266
"medium",0.17,261
"medium",0.18,209
"medium",0.58,184
"medium",0.63,229
"high",0.68,180
"low",0.91,135
"medium",0.95,174
"medium",0.89,278
"medium",0.76,197
"medium",0.96,157
"low",0.78,156
"low",0.98,186
"low",0.76,217
"low",0.63,192
"low",0.39,127
"low",0.91,257
"low",0.8,229
"low",0.89,274
"low",0.75,196
"low",0.94,137
"low",0.5,239
"low",0.75,177
"low",0.84,164
"low",0.55,229
"low",0.59,149
"low",0.58,224
"low",0.91,179
"low",0.43,151
"low",0.51,222
"low",0.81,219
"low",0.72,257
"medium",0.89,258
"medium",0.61,185
"medium",0.57,248
"medium",0.74,154
"medium",0.87,187
"medium",0.58,182
"medium",0.63,189
"medium",0.89,195
"medium",0.49,154
"medium",0.59,244
"medium",0.71,228
"medium",0.58,218
"high",0.84,202
"low",0.92,208
"medium",0.91,266
"medium",0.92,177
"medium",0.95,183
"medium",0.53,201
"low",0.89,179
"low",0.81,198
"low",0.78,209
"low",0.66,203
"low",0.37,266
"low",0.55,200
"low",0.79,195
"low",0.89,269
"low",0.54,226
"low",0.74,200
"low",0.7,176
"low",0.37,185
"low",0.84,179
"low",0.55,208
"high",0.93,241
"high",0.97,166
"high",0.64,216
"medium",0.62,185
"medium",0.26,183
"high",0.93,255
"low",0.27,213
"medium",0.9,173
"medium",0.16,246
"medium",0.75,148
"medium",0.72,238
"medium",0.68,185
"medium",0.13,201
"medium",0.96,150
"medium",0.71,137
"medium",0.85,189
"medium",0.87,229
"medium",0.86,199
"medium",0.49,250
"high",0.99,263
"low",0.75,268
"medium",0.61,187
"medium",0.89,196
"medium",0.77,232
"medium",0.7,226
"low",0.5,96
"low",0.61,133
"low",0.98,214
"low",0.61,252
"low",0.85,199
"low",0.42,150
"low",0.56,141
"low",0.88,239
"low",0.92,139
"low",0.85,146
"low",0.66,179
"low",0.82,160
"low",0.14,205
"low",0.6,213
"low",0.92,260
"low",0.51,242
"low",0.85,123
"low",0.43,285
"medium",0.98,103
"medium",0.84,264
"medium",0.7,227
"medium",0.82,267
"medium",0.94,142
"medium",0.55,254
"medium",0.98,251
"medium",0.78,158
"medium",0.99,160
"medium",0.74,215
"medium",0.5,237
"medium",0.25,237
"high",0.49,268
"low",0.63,234
"medium",0.68,250
"medium",0.62,212
"medium",0.89,189
"medium",0.31,104
"low",0.89,211
"low",0.72,109
"low",0.84,168
"low",0.88,184
"low",0.74,242
"low",0.96,215
"low",0.82,182
"low",0.7,260
"low",0.61,265
"low",0.65,182
"low",0.77,191
"low",0.81,167
"low",0.87,270
"low",0.96,273
"low",0.48,251
"high",0.78,217
"high",0.75,222
"high",0.23,258
"medium",0.85,197
"medium",0.67,193
"high",0.71,182
"medium",0.72,163
"medium",0.8,224
"medium",0.64,143
"medium",0.54,218
"medium",0.73,208
"medium",0.73,229
"medium",0.55,184
"medium",0.63,180
"medium",0.15,121
"medium",0.6,203
"medium",0.38,151
"medium",0.81,239
"high",0.75,166
"low",0.52,268
"medium",0.51,196
"medium",0.66,241
"medium",0.8,251
"medium",0.85,263
"low",0.77,224
"low",0.29,138
"low",0.15,167
"low",0.73,266
"low",0.55,116
"low",0.2,160
"low",0.56,144
"low",0.55,190
"low",0.9,175
"low",0.73,206
"low",0.48,180
"low",0.64,157
"low",0.95,203
"low",0.82,238
"low",0.95,273
"low",0.92,179
"low",0.22,131
"low",0.17,151
"low",0.51,261
"low",0.67,203
"low",0.6,143
"medium",0.99,97
"medium",0.35,204
"medium",0.13,154
"medium",0.97,160
"medium",0.49,232
"medium",0.62,255
"medium",0.35,128
"medium",0.81,222
"medium",0.57,171
"medium",1,173
"medium",0.93,272
"medium",0.89,166
"high",0.64,143
"low",0.54,149
"medium",0.52,257
"medium",0.12,262
"medium",0.14,115
"medium",0.57,142
"low",0.57,144
"low",1,247
"low",0.94,216
"low",0.93,276
"low",0.91,123
"low",0.85,264
"low",0.8,189
"low",0.68,148
"medium",0.91,150
"medium",0.93,172
"medium",0.81,236
"medium",0.51,151
"medium",0.49,168
"medium",0.55,256
"medium",0.17,213
"medium",0.8,148
"medium",0.61,266
"medium",0.59,195
"medium",0.67,242
"medium",0.96,183
"medium",0.72,134
"medium",0.72,189
"medium",0.99,196
"medium",0.22,150
"medium",0.32,191
"medium",0.64,248
"medium",0.9,256
"medium",0.86,158
"medium",0.67,210
"medium",0.9,247
"medium",0.52,156
"medium",0.57,202
"medium",0.55,157
"high",0.2,258
"high",0.89,176
"high",0.15,214
"high",0.8,212
"high",0.55,271
"high",0.53,281
"high",0.62,204
"high",1,112
"high",0.31,120
"high",0.62,134
"high",0.73,222
"high",0.52,203
"low",0.33,239
"low",0.88,142
"low",0.65,177
"low",0.91,201
"low",0.83,196
"low",0.2,140
"low",0.96,195
"low",0.75,154
"low",0.93,141
"low",0.87,213
"low",0.94,222
"low",0.85,150
"low",0.63,172
"low",0.78,261
"low",0.87,248
"medium",0.77,149
"medium",1,178
"medium",0.93,212
"medium",0.5,108
"medium",0.9,160
"medium",0.61,160
"medium",0.57,196
"medium",0.43,121
"medium",0.6,268
"medium",0.56,232
"medium",0.57,263
"medium",0.56,208
"high",0.64,143
"high",0.53,236
"high",0.19,198
"high",0.5,261
"high",0.86,258
"high",0.92,230
"high",0.82,137
"high",0.54,258
"low",0.23,139
"low",0.65,186
"low",0.99,259
"low",0.54,202
"low",0.99,235
"low",0.76,224
"low",0.57,210
"low",0.53,240
"medium",0.86,149
"medium",0.97,250
"medium",0.13,171
"medium",0.73,139
"medium",0.62,132
"medium",0.59,125
"medium",0.63,141
"medium",0.64,269
"medium",0.5,249
"medium",0.58,256
"medium",0.32,179
"medium",0.72,210
"medium",0.61,160
"medium",0.97,267
"medium",0.87,169
"medium",0.88,235
"medium",0.52,136
"medium",0.95,210
"medium",0.96,230
"medium",0.98,186
"medium",0.51,271
"medium",1,105
"medium",0.97,147
"high",0.79,177
"low",0.64,135
"medium",0.84,243
"medium",0.94,166
"medium",0.7,194
"medium",0.64,201
"medium",0.56,248
"medium",0.32,111
"medium",0.75,174
"medium",0.78,241
"medium",0.7,173
"medium",0.21,132
"low",0.64,274
"low",0.54,115
"low",0.79,170
"low",0.91,172
"low",0.76,148
"low",0.77,246
"low",0.92,151
"high",0.53,141
"low",0.44,269
"high",0.54,170
"high",0.93,135
"low",0.67,254
"low",0.66,228
"high",0.7,266
"low",0.79,152
"medium",0.5,178
"high",1,237
"medium",0.61,255
"medium",0.72,245
"medium",0.78,155
"medium",0.87,216
"high",0.57,251
"medium",0.85,260
"medium",0.83,132
"medium",0.4,169
"high",0.91,259
"medium",0.48,257
"high",0.94,190
"low",0.65,171
"medium",0.54,190
"medium",0.76,270
"medium",0.88,227
"medium",0.9,195
"low",0.64,169
"low",0.74,169
"low",0.45,184
"low",0.61,240
"low",0.16,282
"low",0.67,226
"low",0.74,254
"low",0.53,250
"low",0.75,143
"low",0.76,258
"high",0.72,265
"low",0.65,181
"low",0.69,178
"low",0.7,194
"low",0.66,253
"high",0.13,210
"low",0.67,264
"low",0.99,219
"low",0.51,198
"high",0.61,161
"low",0.9,255
"medium",0.61,233
"high",0.15,251
"medium",0.53,268
"high",0.41,135
"medium",0.9,201
"medium",0.67,171
"medium",0.22,225
"medium",0.35,144
"medium",0.66,185
"medium",0.63,275
"medium",0.89,269
"medium",0.88,201
"high",0.73,166
"low",1,280
"medium",0.99,254
"medium",0.12,230
"medium",0.64,269
"medium",0.65,248
"medium",0.56,161
"medium",0.88,237
"medium",0.54,144
"medium",0.77,255
"medium",0.66,148
"high",0.54,185
"low",0.14,238
"low",0.85,273
"low",0.9,256
"high",0.81,177
"low",0.14,215
"low",0.94,270
"low",0.69,272
"high",0.66,268
"low",0.75,272
"low",0.53,182
"low",0.91,280
"low",0.93,205
"low",0.89,264
"low",0.84,150
"low",0.94,150
"medium",1,195
"medium",0.79,272
"medium",0.62,171
"medium",0.45,253
"medium",0.54,158
"medium",0.13,156
"medium",0.99,181
"medium",0.54,249
"medium",0.52,132
"medium",0.24,248
"medium",0.12,277
"medium",0.52,166
"high",0.44,193
"low",0.81,148
"medium",0.25,226
"medium",0.63,233
"medium",0.61,171
"medium",0.51,157
"low",0.66,191
"low",0.86,189
"low",0.98,181
"low",0.99,219
"low",0.78,166
"low",0.84,275
"low",0.17,160
"low",0.48,186
"low",0.63,256
"low",0.58,156
"low",0.7,99
"low",0.61,273
"low",0.91,135
"low",0.34,202
"low",0.56,256
"low",0.93,143
"low",0.56,216
"low",0.99,173
"low",0.77,154
"low",0.76,172
"low",0.65,180
"medium",0.5,174
"medium",0.59,210
"medium",0.68,186
"medium",0.85,184
"medium",0.83,260
"medium",0.7,207
"medium",0.16,210
"medium",0.66,206
"medium",0.81,173
"medium",0.96,194
"medium",0.66,203
"medium",0.83,186
"high",0.99,175
"low",0.99,274
"medium",0.67,193
"medium",0.54,264
"medium",0.22,212
"medium",0.25,244
"low",0.73,216
"low",1,252
"low",0.4,135
"low",0.45,99
"low",0.61,136
"low",0.81,176
"low",0.61,135
"low",0.57,230
"low",0.9,221
"low",0.43,138
"low",0.99,169
"low",0.62,174
"low",0.63,162
"low",0.89,274
"low",0.61,206
"low",0.62,254
"low",0.86,181
"low",0.75,144
"low",0.63,147
"low",0.69,212
"low",0.71,134
"medium",0.63,134
"medium",0.89,256
"medium",0.71,132
"medium",0.88,109
"medium",0.73,141
"medium",0.52,180
"medium",0.77,162
"medium",0.94,143
"medium",0.99,211
"medium",0.89,225
"medium",0.53,135
"medium",0.23,228
"high",0.87,111
"low",0.21,144
"medium",0.71,202
"medium",0.75,147
"medium",0.63,239
"medium",0.55,219
"low",0.93,134
"low",0.53,167
"low",0.94,192
"low",0.46,189
"low",0.59,213
"low",0.75,231
"low",0.76,198
"low",0.96,163
"low",0.55,251
"low",0.52,170
"low",0.55,231
"low",0.52,165
"low",0.49,183
"low",0.49,213
"low",1,230
"low",0.97,167
"low",0.97,264
"low",0.21,249
"low",0.24,153
"low",0.76,111
"low",0.78,232
"medium",0.59,190
"medium",0.54,145
"medium",0.34,193
"medium",0.91,183
"medium",0.49,240
"medium",0.71,210
"medium",0.64,152
"medium",0.6,140
"medium",0.91,208
"medium",0.92,198
"medium",0.91,178
"medium",0.88,279
"high",0.86,263
"low",0.81,215
"medium",0.84,181
"medium",0.56,270
"medium",0.6,236
"medium",0.71,271
"low",0.62,172
"low",0.73,145
"low",0.56,198
"low",0.6,175
"low",0.55,260
"low",0.5,135
"low",0.42,108
"low",0.51,260
"low",0.66,176
"low",0.79,222
"low",0.3,119
"low",0.57,241
"low",0.74,225
"low",0.98,188
"low",0.17,188
"low",0.62,225
"low",0.32,132
"low",0.58,185
"medium",0.59,173
"medium",0.59,179
"medium",0.8,189
"medium",0.84,246
"medium",0.54,166
"medium",0.51,245
"medium",0.66,104
"medium",0.37,151
"medium",0.49,213
"medium",0.88,255
"medium",0.66,268
"medium",0.25,160
"high",0.49,267
"low",0.87,190
"medium",0.54,255
"medium",0.24,168
"medium",0.65,228
"medium",0.58,181
"low",0.77,252
"low",0.86,244
"low",0.62,207
"low",0.56,134
"low",0.75,244
"low",0.8,160
"low",0.56,260
"low",0.83,170
"low",0.51,171
"low",0.82,232
"low",0.81,184
"low",0.52,268
"low",0.79,248
"low",0.83,274
"low",0.97,145
"low",0.61,134
"low",0.84,114
"low",0.9,218
"low",0.82,152
"low",0.69,174
"low",0.18,231
"medium",0.33,210
"medium",0.15,164
"medium",0.61,198
"medium",0.92,220
"medium",0.13,283
"medium",0.18,240
"medium",0.27,142
"medium",0.66,263
"medium",0.21,142
"medium",0.92,203
"medium",0.97,266
"medium",0.97,253
"high",0.64,136
"low",0.75,140
"medium",0.9,252
"medium",0.81,101
"medium",0.99,163
"medium",0.49,170
"low",0.92,238
"low",0.74,190
"low",0.37,173
"low",0.67,145
"low",0.74,182
"low",0.85,188
"low",0.72,133
"low",0.75,155
"low",0.91,153
"low",0.84,138
"low",0.64,177
"low",0.15,98
"low",0.66,225
"low",0.2,236
"low",0.97,268
"low",0.59,230
"low",0.88,162
"low",0.16,197
"low",0.61,247
"low",0.52,234
"low",0.82,276
"medium",0.75,217
"medium",0.62,156
"medium",0.91,189
"medium",0.61,238
"medium",0.79,201
"medium",0.9,263
"medium",0.75,146
"medium",0.81,213
"medium",0.59,159
"medium",0.56,236
"medium",0.98,257
"medium",0.59,168
"high",0.61,151
"low",0.78,139
"medium",0.55,196
"medium",0.2,237
"medium",0.79,236
"medium",0.52,265
"low",0.97,207
"low",0.63,219
"low",0.85,208
"low",0.59,240
"low",0.64,135
"low",0.8,236
"low",0.61,140
"low",0.87,162
"medium",0.75,117
"medium",0.96,225
"medium",0.75,211
"medium",0.19,173
"medium",0.52,170
"medium",0.6,242
"medium",0.9,175
"medium",0.89,195
"medium",0.54,184
"medium",0.99,170
"medium",0.66,185
"medium",0.92,259
"medium",0.19,102
"medium",0.39,156
"medium",0.41,191
"medium",0.6,239
"medium",0.95,235
"medium",0.51,130
"medium",0.54,166
"medium",0.16,206
"medium",0.98,191
"medium",0.65,214
"medium",0.38,196
"medium",0.95,151
"medium",0.6,165
"high",0.78,177
"high",0.19,241
"high",0.56,230
"high",0.21,270
"high",0.83,234
"high",0.5,257
"high",0.74,264
"high",0.75,133
"high",0.85,155
"high",0.93,202
"high",0.76,136
"high",0.91,269
"low",0.22,169
"low",0.78,192
"low",0.53,241
"low",0.58,165
"low",0.99,183
"low",0.62,163
"low",0.59,162
"low",0.13,219
"low",0.19,278
"low",0.94,273
"low",0.53,272
"low",0.96,168
"low",0.62,221
"low",0.81,213
"low",0.63,275
"medium",0.92,177
"medium",0.83,249
"medium",0.49,246
"medium",0.8,223
"medium",0.54,244
"medium",0.37,169
"medium",0.93,140
"medium",0.88,253
"medium",0.79,194
"medium",0.65,173
"medium",0.72,172
"medium",0.58,167
"high",0.37,153
"high",0.87,243
"high",0.63,163
"high",0.72,221
"high",0.36,191
"high",0.96,272
"high",0.52,118
"high",0.16,173
"low",0.63,200
"low",0.92,132
"low",0.82,180
"low",0.18,145
"low",0.73,139
"low",0.44,230
"low",0.73,247
"low",0.62,140
"medium",0.94,266
"medium",0.76,261
"medium",0.89,275
"medium",0.9,254
"medium",1,231
"medium",0.71,138
"medium",0.73,163
"medium",0.97,262
"medium",0.6,201
"medium",0.82,229
"medium",0.95,228
"medium",0.88,228
"medium",0.79,273
"medium",0.52,171
"medium",0.22,148
"medium",0.59,211
"medium",0.84,211
"medium",0.54,175
"medium",1,245
"medium",0.93,273
"medium",0.96,225
"medium",0.56,152
"medium",0.49,194
"high",0.89,185
"low",0.57,193
"medium",0.96,166
"medium",0.65,223
"medium",0.14,281
"medium",0.64,241
"medium",0.98,165
"medium",0.71,143
"medium",0.96,137
"medium",0.9,185
"medium",0.52,271
"medium",0.78,207
"low",0.62,184
"low",0.6,253
"low",0.82,152
"low",0.52,225
"low",0.13,189
"low",0.97,153
"low",0.63,245
"high",0.68,233
"low",0.74,210
"high",0.89,176
"high",0.28,191
"low",0.61,224
"low",0.67,185
"high",0.86,245
"low",0.87,173
"medium",0.7,231
"high",0.68,270
"medium",0.69,196
"medium",0.97,238
"medium",0.62,261
"medium",0.55,201
"high",0.61,252
"medium",0.15,191
"medium",0.84,199
"medium",0.87,234
"high",0.93,192
"medium",0.14,237
"high",0.96,207
"low",0.41,145
"medium",0.84,155
"medium",0.94,145
"medium",0.6,247
"medium",0.7,182
"low",0.29,183
"low",0.31,146
"low",0.73,241
"low",0.51,261
"low",0.58,140
"low",0.59,257
"low",0.95,186
